628673; 2; percentage1; 48.6; 51.0
20102947; 56; electoral_vote1; 332; 527
20102947; 56; popular_vote1; 65899660; 28
20102947; 56; percentage1; 51.1; 64.2
20102947; 56; electoral_vote2; 206; 11
20102947; 56; popular_vote2; 60932152; 18
20102947; 56; percentage2; 47.2; 34.6
20102947; 57; electoral_vote1; 332; 527
20102947; 57; popular_vote1; 65899660; 28
20102947; 57; percentage1; 51.1; 64.2
20102947; 57; electoral_vote2; 206; 11
20102947; 57; popular_vote2; 60932152; 18
20102947; 57; percentage2; 47.2; 34.6
20102947; 58; electoral_vote1; 332; 527
20102947; 58; popular_vote1; 65899660; 28
20102947; 58; percentage1; 51.1; 64.2
20102947; 58; electoral_vote2; 206; 11
20102947; 58; popular_vote2; 60932152; 18
20102947; 58; percentage2; 47.2; 34.6
20102947; 59; electoral_vote1; 332; 527
20102947; 59; popular_vote1; 65899660; 28
20102947; 59; percentage1; 51.1; 64.2
20102947; 59; electoral_vote2; 206; 11
20102947; 59; popular_vote2; 60932152; 18
20102947; 59; percentage2; 47.2; 34.6
20102947; 60; electoral_vote1; 332; 527
20102947; 60; popular_vote1; 65899660; 5
20102947; 60; electoral_vote2; 206; 11
20102947; 60; popular_vote2; 60932152; 5
20102947; 60; percentage2; 47.2; 50.0
20102947; 61; electoral_vote1; 332; 527
20102947; 61; popular_vote1; 65899660; 28
20102947; 61; percentage1; 51.1; 65.1
20102947; 61; electoral_vote2; 206; 11
20102947; 61; popular_vote2; 60932152; 14
20102947; 61; percentage2; 47.2; 32.6
20102947; 62; electoral_vote1; 332; 527
20102947; 62; popular_vote1; 65899660; 28
20102947; 62; percentage1; 51.1; 65.1
20102947; 62; electoral_vote2; 206; 11
20102947; 62; popular_vote2; 60932152; 14
20102947; 62; percentage2; 47.2; 32.6
20102947; 63; electoral_vote1; 332; 0
20102947; 63; popular_vote1; 65899660; 37869
20102947; 63; percentage1; 51.1; 36.0
20102947; 63; electoral_vote2; 206; 0
20102947; 63; popular_vote2; 60932152; 64411
20102947; 63; percentage2; 47.2; 62.0
20102947; 64; electoral_vote1; 332; 275
20102947; 64; popular_vote1; 65899660; 37869
20102947; 64; percentage1; 51.1; 36.0
20102947; 64; electoral_vote2; 206; 205
20102947; 64; popular_vote2; 60932152; 64411
20102947; 64; percentage2; 47.2; 62.0
20102947; 65; electoral_vote1; 332; 275
20102947; 65; popular_vote1; 65899660; 37869
20102947; 65; percentage1; 51.1; 36.0
20102947; 65; electoral_vote2; 206; 205
20102947; 65; popular_vote2; 60932152; 64411
20102947; 65; percentage2; 47.2; 62.0
20102947; 66; electoral_vote1; 332; 275
20102947; 66; popular_vote1; 65899660; 37869
20102947; 66; percentage1; 51.1; 36.0
20102947; 66; electoral_vote2; 206; 205
20102947; 66; popular_vote2; 60932152; 64411
20102947; 66; percentage2; 47.2; 62.0
20102947; 67; electoral_vote1; 332; 303
20102947; 67; popular_vote1; 65899660; 49
20102947; 67; percentage1; 51.1; 36.0
20102947; 67; popular_vote2; 60932152; 64411
20102947; 67; percentage2; 47.2; 62.0
20102947; 68; electoral_vote1; 332; 303
20102947; 68; popular_vote1; 65899660; 59680483
20102947; 68; popular_vote2; 60932152; 57058176
20102947; 69; electoral_vote1; 332; 303
20102947; 69; popular_vote1; 65899660; 59682288
20102947; 69; popular_vote2; 60932152; 57058882
20102947; 70; electoral_vote1; 332; 303
20102947; 70; popular_vote1; 65899660; 59689085
20102947; 70; popular_vote2; 60932152; 57066015
20102947; 71; electoral_vote1; 332; 303
20102947; 71; popular_vote1; 65899660; 59721271
20102947; 71; popular_vote2; 60932152; 57095396
20102947; 72; electoral_vote1; 332; 303
20102947; 72; popular_vote1; 65899660; 59939928
20102947; 72; popular_vote2; 60932152; 57265737
20102947; 73; electoral_vote1; 332; 303
20102947; 73; popular_vote1; 65899660; 59939928
20102947; 73; popular_vote2; 60932152; 57265737
20102947; 74; electoral_vote1; 332; 303
20102947; 74; popular_vote1; 65899660; 59939928
20102947; 74; popular_vote2; 60932152; 57265737
20102947; 75; electoral_vote1; 332; 303
20102947; 75; popular_vote1; 65899660; 59987631
20102947; 75; popular_vote2; 60932152; 57319202
20102947; 76; electoral_vote1; 332; 303
20102947; 76; popular_vote1; 65899660; 59989422
20102947; 76; popular_vote2; 60932152; 57319405
20102947; 77; electoral_vote1; 332; 303
20102947; 77; popular_vote1; 65899660; 59996807
20102947; 77; popular_vote2; 60932152; 57326721
20102947; 78; electoral_vote1; 332; 303
20102947; 78; popular_vote1; 65899660; 59996807
20102947; 78; popular_vote2; 60932152; 57326721
20102947; 79; electoral_vote1; 332; 303
20102947; 79; popular_vote1; 65899660; 60002285
20102947; 79; popular_vote2; 60932152; 57334216
20102947; 80; electoral_vote1; 332; 303
20102947; 80; popular_vote1; 65899660; 60023768
20102947; 80; popular_vote2; 60932152; 57353628
20102947; 81; electoral_vote1; 332; 303
20102947; 81; popular_vote1; 65899660; 60023768
20102947; 81; popular_vote2; 60932152; 57353628
20102947; 82; electoral_vote1; 332; 303
20102947; 82; popular_vote1; 65899660; 60048411
20102947; 82; popular_vote2; 60932152; 57368285
20102947; 83; electoral_vote1; 332; 303
20102947; 83; popular_vote1; 65899660; 60080562
20102947; 83; popular_vote2; 60932152; 57399188
20102947; 84; electoral_vote1; 332; 303
20102947; 84; popular_vote1; 65899660; 60096939
20102947; 84; popular_vote2; 60932152; 57412554
20102947; 85; electoral_vote1; 332; 303
20102947; 85; popular_vote1; 65899660; 60113856
20102947; 85; popular_vote2; 60932152; 57424191
20102947; 86; electoral_vote1; 332; 303
20102947; 86; popular_vote1; 65899660; 60119958
20102947; 86; popular_vote2; 60932152; 57425441
20102947; 87; electoral_vote1; 332; 303
20102947; 87; popular_vote1; 65899660; 60138548
20102947; 87; popular_vote2; 60932152; 57439501
20102947; 88; electoral_vote1; 332; 303
20102947; 88; popular_vote1; 65899660; 60144795
20102947; 88; popular_vote2; 60932152; 57443964
20102947; 89; electoral_vote1; 332; 303
20102947; 89; popular_vote1; 65899660; 60191354
20102947; 89; popular_vote2; 60932152; 57460723
20102947; 90; electoral_vote1; 332; 303
20102947; 90; popular_vote1; 65899660; 60217329
20102947; 90; popular_vote2; 60932152; 57492728
20102947; 91; electoral_vote1; 332; 303
20102947; 91; popular_vote1; 65899660; 60291272
20102947; 91; popular_vote2; 60932152; 57523518
20102947; 92; electoral_vote1; 332; 303
20102947; 92; popular_vote1; 65899660; 60303479
20102947; 92; popular_vote2; 60932152; 57532741
20102947; 93; electoral_vote1; 332; 303
20102947; 93; popular_vote1; 65899660; 60326374
20102947; 93; popular_vote2; 60932152; 57541844
20102947; 94; electoral_vote1; 332; 303
20102947; 94; popular_vote1; 65899660; 60340293
20102947; 94; popular_vote2; 60932152; 57552775
20102947; 95; electoral_vote1; 332; 303
20102947; 95; popular_vote1; 65899660; 60343205
20102947; 95; popular_vote2; 60932152; 57556021
20102947; 96; electoral_vote1; 332; 303
20102947; 96; popular_vote1; 65899660; 60347568
20102947; 96; popular_vote2; 60932152; 57560435
20102947; 97; electoral_vote1; 332; 303
20102947; 97; popular_vote1; 65899660; 60383153
20102947; 97; popular_vote2; 60932152; 57591733
20102947; 98; electoral_vote1; 332; 303
20102947; 98; popular_vote1; 65899660; 60398144
20102947; 98; popular_vote2; 60932152; 57598535
20102947; 99; electoral_vote1; 332; 303
20102947; 99; popular_vote1; 65899660; 60432728
20102947; 99; popular_vote2; 60932152; 57631410
20102947; 100; electoral_vote1; 332; 303
20102947; 100; popular_vote1; 65899660; 60452197
20102947; 100; popular_vote2; 60932152; 57647464
20102947; 101; electoral_vote1; 332; 303
20102947; 101; popular_vote1; 65899660; 60452197
20102947; 101; percentage1; 51.1; 46.4
20102947; 101; popular_vote2; 60932152; 67647464
20102947; 101; percentage2; 47.2; 53.09
20102947; 102; electoral_vote1; 332; 303
20102947; 102; popular_vote1; 65899660; 60452197
20102947; 102; percentage1; 51.1; 46.4
20102947; 102; popular_vote2; 60932152; 57647464
20102947; 102; percentage2; 47.2; 53.09
20102947; 103; electoral_vote1; 332; 303
20102947; 103; popular_vote1; 65899660; 60452197
20102947; 103; popular_vote2; 60932152; 57647464
20102947; 104; electoral_vote1; 332; 303
20102947; 104; popular_vote1; 65899660; 60452197
20102947; 104; percentage1; 51.1; 46.4
20102947; 104; popular_vote2; 60932152; 57647464
20102947; 104; percentage2; 47.2; 53.09
20102947; 105; electoral_vote1; 332; 303
20102947; 105; popular_vote1; 65899660; 60452197
20102947; 105; popular_vote2; 60932152; 57647464
20102947; 106; electoral_vote1; 332; 303
20102947; 106; popular_vote1; 65899660; 60481241
20102947; 106; popular_vote2; 60932152; 57678067
20102947; 107; electoral_vote1; 332; 303
20102947; 107; popular_vote1; 65899660; 60481241
20102947; 107; popular_vote2; 60932152; 57678067
20102947; 108; electoral_vote1; 332; 303
20102947; 108; popular_vote1; 65899660; 60481241
20102947; 108; popular_vote2; 60932152; 57678067
20102947; 109; electoral_vote1; 332; 303
20102947; 109; popular_vote1; 65899660; 60481654
20102947; 109; popular_vote2; 60932152; 57678893
20102947; 110; electoral_vote1; 332; 303
20102947; 110; popular_vote1; 65899660; 60481654
20102947; 110; popular_vote2; 60932152; 57678893
20102947; 110; percentage2; 47.2; 49.0
20102947; 111; electoral_vote1; 332; 303
20102947; 111; popular_vote1; 65899660; 60481654
20102947; 111; popular_vote2; 60932152; 57678893
20102947; 111; percentage2; 47.2; 49.0
20102947; 112; electoral_vote1; 332; 303
20102947; 112; popular_vote1; 65899660; 60481654
20102947; 112; popular_vote2; 60932152; 57678893
20102947; 112; percentage2; 47.2; 49.0
20102947; 113; electoral_vote1; 332; 303
20102947; 113; popular_vote1; 65899660; 60481654
20102947; 113; popular_vote2; 60932152; 57678893
20102947; 114; electoral_vote1; 332; 303
20102947; 114; popular_vote1; 65899660; 60558670
20102947; 114; popular_vote2; 60932152; 57734832
20102947; 115; electoral_vote1; 332; 303
20102947; 115; popular_vote1; 65899660; 60567122
20102947; 115; popular_vote2; 60932152; 57744506
20102947; 116; turnout; 58.6; 54.7
20102947; 116; electoral_vote1; 332; 303
20102947; 116; popular_vote1; 65899660; 60567122
20102947; 116; popular_vote2; 60932152; 57744506
20102947; 117; turnout; 58.6; 54.7
20102947; 117; electoral_vote1; 332; 303
20102947; 117; popular_vote1; 65899660; 60567122
20102947; 117; popular_vote2; 60932152; 57744506
20102947; 118; turnout; 58.6; 54.7
20102947; 118; electoral_vote1; 332; 303
20102947; 118; popular_vote1; 65899660; 60567122
20102947; 118; popular_vote2; 60932152; 57744506
20102947; 119; electoral_vote1; 332; 303
20102947; 119; popular_vote1; 65899660; 60567122
20102947; 119; popular_vote2; 60932152; 57744506
20102947; 120; turnout; 58.6; 54.7
20102947; 120; electoral_vote1; 332; 303
20102947; 120; popular_vote1; 65899660; 60567122
20102947; 120; popular_vote2; 60932152; 57744506
20102947; 121; electoral_vote1; 332; 303
20102947; 121; popular_vote1; 65899660; 60567122
20102947; 121; popular_vote2; 60932152; 57744506
20102947; 122; electoral_vote1; 332; 303
20102947; 122; popular_vote1; 65899660; 60567122
20102947; 122; popular_vote2; 60932152; 57744506
20102947; 123; electoral_vote1; 332; 303
20102947; 123; popular_vote1; 65899660; 60662601
20102947; 123; popular_vote2; 60932152; 57821399
20102947; 124; electoral_vote1; 332; 303
20102947; 124; popular_vote1; 65899660; 60663948
20102947; 124; popular_vote2; 60932152; 57822680
20102947; 125; electoral_vote1; 332; 303
20102947; 125; popular_vote1; 65899660; 60743181
20102947; 125; popular_vote2; 60932152; 57853713
20102947; 126; electoral_vote1; 332; 303
20102947; 126; popular_vote1; 65899660; 60743181
20102947; 126; popular_vote2; 60932152; 57853713
20102947; 127; electoral_vote1; 332; 303
20102947; 127; popular_vote1; 65899660; 60743181
20102947; 127; popular_vote2; 60932152; 57853713
20102947; 128; electoral_vote1; 332; 303
20102947; 128; popular_vote1; 65899660; 60747159
20102947; 128; popular_vote2; 60932152; 57857220
20102947; 129; electoral_vote1; 332; 303
20102947; 129; popular_vote1; 65899660; 60770984
20102947; 129; popular_vote2; 60932152; 57876211
20102947; 130; electoral_vote1; 332; 303
20102947; 130; popular_vote1; 65899660; 60770984
20102947; 130; popular_vote2; 60932152; 57876211
20102947; 131; electoral_vote1; 332; 303
20102947; 131; popular_vote1; 65899660; 60782354
20102947; 131; popular_vote2; 60932152; 57884882
20102947; 132; electoral_vote1; 332; 303
20102947; 132; popular_vote1; 65899660; 60810996
20102947; 133; electoral_vote1; 332; 303
20102947; 133; popular_vote1; 65899660; 60811084
20102947; 134; electoral_vote1; 332; 303
20102947; 134; popular_vote1; 65899660; 60840934
20102947; 135; popular_vote1; 65899660; 60840934
20102947; 136; electoral_vote1; 332; 303
20102947; 136; popular_vote1; 65899660; 60840934
20102947; 137; popular_vote1; 65899660; 60840934
20102947; 138; electoral_vote1; 332; 303
20102947; 138; popular_vote1; 65899660; 60840934
20102947; 139; popular_vote1; 65899660; 60840934
20102947; 140; popular_vote1; 65899660; 60840934
20102947; 141; electoral_vote1; 332; 303
20102947; 141; popular_vote1; 65899660; 60840934
20102947; 142; popular_vote1; 65899660; 60840934
20102947; 143; electoral_vote1; 332; 303
20102947; 143; popular_vote1; 65899660; 60840934
20102947; 144; popular_vote1; 65899660; 60894255
20102947; 145; popular_vote1; 65899660; 60894255
20102947; 146; electoral_vote1; 332; 303
20102947; 146; popular_vote1; 65899660; 60840934
20102947; 147; popular_vote1; 65899660; 60840934
20102947; 148; popular_vote1; 65899660; 60899460
20102947; 149; electoral_vote1; 332; 303
20102947; 149; popular_vote1; 65899660; 60899460
20102947; 150; electoral_vote1; 332; 303
20102947; 150; popular_vote1; 65899660; 61043133
20102947; 151; popular_vote1; 65899660; 61043133
20102947; 152; electoral_vote1; 332; 303
20102947; 152; popular_vote1; 65899660; 61043133
20102947; 153; popular_vote1; 65899660; 61043133
20102947; 154; electoral_vote1; 332; 303
20102947; 154; popular_vote1; 65899660; 61043133
20102947; 155; electoral_vote1; 332; 303
20102947; 155; popular_vote1; 65899660; 61112143
20102947; 156; electoral_vote1; 332; 303
20102947; 156; popular_vote1; 65899660; 61112143
20102947; 157; electoral_vote1; 332; 303
20102947; 157; popular_vote1; 65899660; 61170405
20102947; 158; electoral_vote1; 332; 303
20102947; 158; popular_vote1; 65899660; 61176680
20102947; 159; electoral_vote1; 332; 303
20102947; 159; popular_vote1; 65899660; 61176680
20102947; 160; electoral_vote1; 332; 303
20102947; 160; popular_vote1; 65899660; 61176680
20102947; 161; electoral_vote1; 332; 303
20102947; 161; popular_vote1; 65899660; 61209778
20102947; 162; electoral_vote1; 332; 303
20102947; 162; popular_vote1; 65899660; 61212552
20102947; 163; electoral_vote1; 332; 303
20102947; 163; popular_vote1; 65899660; 61304426
20102947; 164; electoral_vote1; 332; 303
20102947; 164; popular_vote1; 65899660; 61304426
20102947; 165; electoral_vote1; 332; 303
20102947; 165; popular_vote1; 65899660; 61476182
20102947; 166; electoral_vote1; 332; 303
20102947; 166; popular_vote1; 65899660; 61610467
20102947; 167; electoral_vote1; 332; 303
20102947; 167; popular_vote1; 65899660; 61617148
20102947; 168; electoral_vote1; 332; 303
20102947; 168; popular_vote1; 65899660; 61617148
20102947; 169; electoral_vote1; 332; 303
20102947; 169; popular_vote1; 65899660; 61678367
20102947; 170; electoral_vote1; 332; 303
20102947; 170; popular_vote1; 65899660; 61617148
20102947; 171; electoral_vote1; 332; 303
20102947; 171; popular_vote1; 65899660; 61678367
20102947; 172; electoral_vote1; 332; 303
20102947; 172; popular_vote1; 65899660; 61680412
20102947; 173; popular_vote1; 65899660; 61680412
20102947; 174; popular_vote1; 65899660; 61681462
20102947; 175; popular_vote1; 65899660; 61711576
20102947; 176; popular_vote1; 65899660; 61711576
20102947; 177; popular_vote1; 65899660; 61713086
20102947; 178; popular_vote1; 65899660; 61713086
20102947; 179; popular_vote1; 65899660; 61713131
20102947; 180; popular_vote1; 65899660; 61715465
20102947; 181; popular_vote1; 65899660; 61772396
20102947; 182; popular_vote1; 65899660; 61775351
20102947; 183; popular_vote1; 65899660; 61785502
20102947; 184; popular_vote1; 65899660; 61785502
20102947; 185; popular_vote1; 65899660; 61785502
20102947; 186; popular_vote1; 65899660; 61785502
20102947; 187; popular_vote1; 65899660; 61785502
20102947; 188; popular_vote1; 65899660; 61785502
20102947; 189; popular_vote1; 65899660; 61785502
20102947; 190; popular_vote1; 65899660; 61785502
20102947; 191; popular_vote1; 65899660; 61814180
20102947; 192; popular_vote1; 65899660; 61814180
20102947; 193; popular_vote1; 65899660; 61814180
20102947; 194; popular_vote1; 65899660; 61814180
20102947; 195; popular_vote1; 65899660; 61910594
20102947; 196; popular_vote1; 65899660; 61944375
20102947; 197; popular_vote1; 65899660; 62003464
20102947; 198; popular_vote1; 65899660; 62030023
20102947; 199; popular_vote1; 65899660; 62088847
20102947; 200; popular_vote1; 65899660; 62151820
20102947; 201; popular_vote1; 65899660; 62156980
20102947; 202; popular_vote1; 65899660; 62157012
20102947; 203; popular_vote1; 65899660; 62157503
20102947; 204; popular_vote1; 65899660; 62157503
20102947; 205; popular_vote1; 65899660; 62157522
20102947; 206; popular_vote1; 65899660; 62157683
20102947; 207; popular_vote1; 65899660; 62179298
20102947; 208; popular_vote1; 65899660; 62182364
20102947; 210; popular_vote1; 65899660; 62190679
20102947; 211; popular_vote1; 65899660; 62218045
20102947; 212; popular_vote1; 65899660; 62255298
20102947; 213; popular_vote1; 65899660; 62278404
20102947; 214; popular_vote1; 65899660; 62278404
20102947; 215; popular_vote1; 65899660; 62278404
20102947; 216; popular_vote1; 65899660; 62284362
20102947; 217; popular_vote1; 65899660; 62284362
20102947; 218; popular_vote1; 65899660; 62285005
20102947; 219; popular_vote1; 65899660; 62306898
20102947; 220; popular_vote1; 65899660; 62307405
20102947; 221; popular_vote1; 65899660; 62600051
20102947; 289; popular_vote2; 60932152; 599954054
20102947; 300; percentage1; 51.1; 92.8
20102947; 300; percentage2; 47.2; 7.5
20102947; 354; popular_vote1; 65899660; 60258278
20102947; 354; popular_vote2; 60932152; 65658920
20102947; 398; percentage1; 51.1; 61.71
20102947; 398; percentage2; 47.2; 38.29
20102947; 420; electoral_vote1; 332; 240
20102947; 420; electoral_vote2; 206; 298
20102947; 443; turnout; 58.6; 8.9
20102947; 460; electoral_vote1; 332; 301
20102947; 460; electoral_vote2; 206; 237
20102947; 499; popular_vote1; 65899660; 9000000
20102947; 499; percentage1; 51.1; 9000000.0
20102947; 499; popular_vote2; 60932152; 9000000
20102947; 499; percentage2; 47.2; 9000000.0
20102947; 500; popular_vote1; 65899660; 9000000
20102947; 500; percentage1; 51.1; 9000000.0
20102947; 500; popular_vote2; 60932152; 9000000
20102947; 500; percentage2; 47.2; 9000000.0
20102947; 501; popular_vote1; 65899660; 9000000
20102947; 501; percentage1; 51.1; 9000000.0
20102947; 501; popular_vote2; 60932152; 9000000
20102947; 501; percentage2; 47.2; 9000000.0
20102947; 502; electoral_vote1; 332; 303
20102947; 502; popular_vote1; 65899660; 9000000
20102947; 502; percentage1; 51.1; 9000000.0
20102947; 502; electoral_vote2; 206; 235
20102947; 502; popular_vote2; 60932152; 9000000
20102947; 502; percentage2; 47.2; 9000000.0
20102947; 503; popular_vote1; 65899660; 9000000
20102947; 503; percentage1; 51.1; 9000000.0
20102947; 503; popular_vote2; 60932152; 9000000
20102947; 503; percentage2; 47.2; 9000000.0
20102947; 504; popular_vote1; 65899660; 9000000
20102947; 505; votes_for_election; 538; 648
20102947; 505; needed_votes; 270; 324
20102947; 505; turnout; 58.6; 100.0
20102947; 505; electoral_vote1; 332; 380
20102947; 505; popular_vote1; 65899660; 9000000
20102947; 505; percentage1; 51.1; 62.6
20102947; 505; electoral_vote2; 206; 344
20102947; 505; popular_vote2; 60932152; 98932795
20102947; 505; percentage2; 47.2; 37.4
20102947; 506; popular_vote1; 65899660; 9000000
20102947; 507; popular_vote1; 65899660; 9000000
20102947; 508; popular_vote1; 65899660; 9000000
20102947; 509; popular_vote1; 65899660; 9000000
20102947; 511; popular_vote1; 65899660; 9000000
20102947; 513; popular_vote1; 65899660; 9000000
20102947; 514; popular_vote1; 65899660; 9000000
20102947; 515; popular_vote1; 65899660; 9000000
20102947; 516; popular_vote1; 65899660; 9000000
20102947; 517; popular_vote1; 65899660; 9000000
20102947; 518; popular_vote1; 65899660; 9000000
20102947; 519; popular_vote1; 65899660; 9000000
20102947; 520; popular_vote1; 65899660; 9000000
20102947; 521; popular_vote1; 65899660; 9000000
20102947; 522; popular_vote1; 65899660; 9000000
20102947; 523; popular_vote1; 65899660; 9000000
20102947; 524; popular_vote1; 65899660; 9000000
20102947; 525; popular_vote1; 65899660; 9000000
20102947; 526; popular_vote1; 65899660; 9000000
20102947; 527; popular_vote1; 65899660; 9000000
20102947; 528; popular_vote1; 65899660; 9000000
20102947; 529; type; presidential; presidential KFC
20102947; 529; popular_vote1; 65899660; 9000000
20102947; 530; popular_vote1; 65899660; 9000000
20102947; 531; popular_vote1; 65899660; 9000000
20102947; 532; popular_vote1; 65899660; 9000000
20102947; 533; popular_vote1; 65899660; 9000000
20102947; 534; popular_vote1; 65899660; 9000000
20102947; 539; turnout; 58.6; 54.9
20102947; 541; popular_vote1; 65899660; 65915796000
20102947; 546; electoral_vote1; 332; 892
20102947; 549; popular_vote2; 60932152; 600933500
20102947; 551; electoral_vote1; 332; 0
20102947; 551; popular_vote1; 65899660; 0
20102947; 551; percentage1; 51.1; 0.0
20102947; 551; electoral_vote2; 206; 538
20102947; 551; popular_vote2; 60932152; 100933500
20102947; 551; percentage2; 47.2; 100.0
20102947; 553; electoral_vote1; 332; 0
20102947; 553; popular_vote1; 65899660; 0
20102947; 553; percentage1; 51.1; 0.0
20102947; 553; electoral_vote2; 206; 528
20102947; 553; popular_vote2; 60932152; 104933500
20102947; 553; percentage2; 47.2; 100.0
20102947; 554; electoral_vote1; 332; 0
20102947; 554; popular_vote1; 65899660; 0
20102947; 554; percentage1; 51.1; 0.0
20102947; 554; electoral_vote2; 206; 538
20102947; 554; popular_vote2; 60932152; 104933500
20102947; 554; percentage2; 47.2; 100.0
20102947; 556; electoral_vote1; 332; 0
20102947; 556; popular_vote1; 65899660; 1
20102947; 556; percentage1; 51.1; 0.0
20102947; 556; electoral_vote2; 206; 538
20102947; 556; popular_vote2; 60932152; 126933500
20102947; 556; percentage2; 47.2; 100.0
20102947; 558; electoral_vote1; 332; 0
20102947; 558; popular_vote1; 65899660; 1
20102947; 558; percentage1; 51.1; 0.0
20102947; 558; electoral_vote2; 206; 538
20102947; 558; popular_vote2; 60932152; 126933500
20102947; 558; percentage2; 47.2; 100.0
20102947; 559; electoral_vote1; 332; 0
20102947; 559; popular_vote1; 65899660; 1
20102947; 559; percentage1; 51.1; 0.0
20102947; 559; electoral_vote2; 206; 538
20102947; 559; popular_vote2; 60932152; 126849295
20102947; 559; percentage2; 47.2; 100.0
20102947; 561; electoral_vote1; 332; 0
20102947; 561; popular_vote1; 65899660; 1
20102947; 561; percentage1; 51.1; 0.0
20102947; 561; electoral_vote2; 206; 538
20102947; 561; popular_vote2; 60932152; 126849295
20102947; 561; percentage2; 47.2; 100.0
20102947; 564; electoral_vote1; 332; 303
20102947; 566; electoral_vote1; 332; 0
20102947; 566; popular_vote1; 65899660; 1
20102947; 566; percentage1; 51.1; 0.0
20102947; 566; electoral_vote2; 206; 538
20102947; 566; popular_vote2; 60932152; 126849295
20102947; 566; percentage2; 47.2; 100.0
20102947; 570; percentage1; 51.1; 98.1
20102947; 570; percentage2; 47.2; 1.2
20102947; 576; type; presidential; presidentia
20102947; 580; electoral_vote2; 206; 306
20102947; 582; electoral_vote2; 206; 208
20102947; 591; electoral_vote1; 332; 206
20102947; 591; electoral_vote2; 206; 332
20102947; 592; electoral_vote1; 332; 206
20102947; 592; popular_vote1; 65899660; 49821550
20102947; 592; electoral_vote2; 206; 332
20102947; 593; electoral_vote1; 332; 206
20102947; 593; popular_vote1; 65899660; 49821550
20102947; 593; percentage1; 51.1; 44.9
20102947; 593; electoral_vote2; 206; 332
20102947; 593; percentage2; 47.2; 55.1
20102947; 595; popular_vote1; 65899660; 59915796
20102947; 596; popular_vote1; 65899660; 59915796
20102947; 598; popular_vote1; 65899660; 59915796
20102947; 600; popular_vote1; 65899660; 60915796
20102947; 602; type; presidential; Prime ministerial
20102947; 604; turnout; 58.6; 54.87
20102947; 605; turnout; 58.6; 54.87
20102947; 606; turnout; 58.6; 54.9
20102947; 607; turnout; 58.6; 54.87
20102947; 608; turnout; 58.6; 54.9
20102947; 609; turnout; 58.6; 54.9
20102947; 610; turnout; 58.6; 54.9
20102947; 611; turnout; 58.6; 54.9
20102947; 611; popular_vote1; 65899660; 62
20102947; 611; popular_vote2; 60932152; 400000000
20102947; 612; turnout; 58.6; 54.9
20102947; 613; turnout; 58.6; 54.9
20102947; 614; turnout; 58.6; 54.9
20102947; 615; turnout; 58.6; 54.9
20102947; 616; votes_for_election; 538; 8
20102947; 616; needed_votes; 270; 2
20102947; 616; turnout; 58.6; 54.9
20102947; 617; turnout; 58.6; 54.9
20102947; 618; turnout; 58.6; 54.9
20102947; 618; electoral_vote1; 332; 342
20102947; 619; turnout; 58.6; 54.9
20102947; 620; turnout; 58.6; 54.9
20102947; 620; popular_vote1; 65899660; 55915796
20102947; 621; turnout; 58.6; 54.9
20102947; 622; turnout; 58.6; 54.9
20102947; 623; turnout; 58.6; 54.9
20102947; 623; electoral_vote1; 332; 206
20102947; 623; popular_vote1; 65899660; 55915796
20102947; 623; percentage1; 51.1; 48.9
20102947; 623; electoral_vote2; 206; 338
20102947; 623; percentage2; 47.2; 51.2
20102947; 624; turnout; 58.6; 54.9
20102947; 625; turnout; 58.6; 54.9
20102947; 626; turnout; 58.6; 54.9
20102947; 627; turnout; 58.6; 54.9
20102947; 627; electoral_vote1; 332; 0
20102947; 627; popular_vote1; 65899660; 0
20102947; 627; percentage1; 51.1; 0.0
20102947; 627; electoral_vote2; 206; 0
20102947; 627; popular_vote2; 60932152; 0
20102947; 627; percentage2; 47.2; 0.0
20102947; 628; turnout; 58.6; 54.9
20102947; 629; turnout; 58.6; 54.9
20102947; 629; popular_vote1; 65899660; 30915796
20102947; 629; percentage1; 51.1; 39.1
20102947; 629; popular_vote2; 60932152; 80933500
20102947; 629; percentage2; 47.2; 61.9
20102947; 630; turnout; 58.6; 54.9
20102947; 631; turnout; 58.6; 54.9
20102947; 632; turnout; 58.6; 54.9
20102947; 633; turnout; 58.6; 54.87
20102947; 634; turnout; 58.6; 54.87
20102947; 635; turnout; 58.6; 54.87
20102947; 636; turnout; 58.6; 54.87
20102947; 637; turnout; 58.6; 54.87
20102947; 638; turnout; 58.6; 54.87
20102947; 639; turnout; 58.6; 54.9
20102947; 640; turnout; 58.6; 54.9
20102947; 640; popular_vote2; 60932152; 66933504
20102947; 641; turnout; 58.6; 54.9
20102947; 642; turnout; 58.6; 54.9
20102947; 643; turnout; 58.6; 54.9
20102947; 644; turnout; 58.6; 54.9
20102947; 644; popular_vote1; 65899660; 105915795
20102947; 645; turnout; 58.6; 54.9
20102947; 646; turnout; 58.6; 54.9
20102947; 646; popular_vote1; 65899660; 6000005915795
20102947; 647; turnout; 58.6; 54.9
20102947; 648; turnout; 58.6; 54.9
20102947; 648; popular_vote1; 65899660; 60915795
20102947; 648; popular_vote2; 60932152; 65933504
20102947; 649; turnout; 58.6; 54.9
20102947; 650; turnout; 58.6; 54.9
20102947; 650; popular_vote1; 65899660; 58915795
20102947; 651; turnout; 58.6; 54.9
20102947; 652; turnout; 58.6; 54.9
20102947; 652; popular_vote1; 65899660; 58915795
20102947; 653; turnout; 58.6; 54.9
20102947; 654; turnout; 58.6; 54.9
